Date,Link,Message
2019-11-07 05:22:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598062029557325824,Very well said. Difficult to follow. But best results lie there !
2019-11-06 14:15:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6597413405609549824,Mithil Potuganti
2019-11-06 12:40:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597480478020861952,Dr. Satyanarayana RentalaThank you much. Means a lot 
2019-11-06 12:39:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597480478020861952,Thank you :)
2019-11-06 09:10:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597704518404796416,"Thanks Dr. Nisha Arora. Same reason, I love it too !! I teach 8-9 hours on weekend and still sleep with joy !! 
"
2019-11-06 09:05:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597708592852369408,Have a look here you can look this https://www.linkedin.com/posts/yogeshwarvhatkar_upgrad-iiit-machinelearning-activity-6593557089883385856-Vl_B
2019-11-06 09:02:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597708592852369408,Then learn from an inspiration ! It will help me inspire more
2019-11-06 08:53:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597708592852369408,"Manish Todi Appreciate your question. But its better you reach out to the some students of previous batch, ask them for sample content and review it yourself !! And also have detailed discussion with sales representative

Some key parameters to look for in any course are :1. How much live , how much recorded content. If recorded - can you really sit and listen to recordings ?2. How much % is hands on, does it suit your current level of expertise and who , how doubts are answered 
3. How many capstone/projects are there ? Ask for previous capstone projects done - not just names, reports as well. 
4. How much personalized the course is ? Like do you get to talk with any tech mentor who will design path and give feedback for you ?
5. How accessible is the tech people who teach you?
6. If any policy like placement assistance is mentioned - what exactly is it - only resume review or your resume will be forwarded to other companies ? If you get recruiters access - how much approx ?
7. If you are getting certificate with any institute name - how much is it appreciated in the industry ?
8. More importantly, refund policy and feedback handling 

Decide for yourself. Don't regret later
"
2019-11-06 04:19:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597480478020861952,Thank you
2019-11-05 17:17:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597321572225298432,Srivatsan Srinivasan 50% of them have PhD in a different domain. For example - Sridhar from Insofe has PhD in Materials Engineering
2019-11-05 13:36:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597321572225298432,"Srivatsan Srinivasan: This post by the same magazine sums it up all - https://analyticsindiamag.com/10-most-prominent-data-science-academicians-in-india-2019/

While a lot of professors including my professors at IIIT are doing cutting edge research - these people decided to rate the professors who started institutes to mint money as top 10 academicians. 

I personally know 3-4 of them. While they are excellent teachers, I don't like the way , the transparency of evaluation process is lacking. !!

I can name 20 professors who do some badass work and don't teach at institutes. They really add value to community with research papers, beautiful free courses on NPTEL etc. "
2019-11-05 05:33:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597321572225298432,Srivatsan Srinivasan the very magazine is built with this people. I seriously doubt the metrics of magazine.
2019-11-05 00:08:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6596993963654254592,Aditi Prabhakar thank you
2019-11-04 17:46:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6596993963654254592,Newness is not new to him !! So trying to give something new to him - before hand is the 'new' to him !!
2019-11-04 16:17:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6596993963654254592,Apoorva CR You always find a comment relevant to your view !
2019-11-04 06:30:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6596755665262342144,Article On the way !! . Ipsa Arora is working on it
2019-11-04 06:19:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6596993963654254592,Ha ha. Then will plan something different for you to make it memorable.I want my 'time' stamp on the gift :p
2019-11-04 06:00:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6596993963654254592,The 4 hour work week
2019-11-04 05:01:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6596928836875747328,"At the end of the day, people pay for solving their problems and pain points. 
No matter what you are, you find a pain point, solve it ! 
Done. ! Get paid ! 
Simple rule."
2019-11-03 17:46:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6596755665262342144,Ipsa Arora
